text,threat_level,bns_section
you looks like a chutiya disgusting,Medium,BNS Section 352 (Intentional Insult)
my brother loved the email last week,Low,None
tum log ban raha hai buddhu bekaar,Medium,BNS Section 352 (Intentional Insult)
teri toh main rape karunga college ke bahar zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
bahar nikal blast kar dunga bahar mil bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the group loved the presentation last week,Low,None
teri is a kaminay hamesha,Medium,BNS Section 352 (Intentional Insult)
the manager heard the game quickly,Low,None
yeh ladka is such a kutti maha,Medium,BNS Section 352 (Intentional Insult)
that joke was a bomb badhiya,Low,None
she watched the boss fight last week,Low,None
yeh ladki lag raha hai chor faltu,Medium,BNS Section 352 (Intentional Insult)
the group wrote the assignment today,Low,None
tujhe main jinda nahi chodunga your sister zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
we are going to jaan se maar dunga tere dosto ko soch le,High,BNS Section 351 (Criminal Intimidation)
bahar nikal murder kar dunga tere dosto ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
they resolved the assignment quickly,Low,None
tum log acts like a loser bilkul,Medium,BNS Section 352 (Intentional Insult)
iski sakal lagta hai gawar sabse bada,Medium,BNS Section 352 (Intentional Insult)
mere dost kat dunga your sister aaj raat,High,BNS Section 351 (Criminal Intimidation)
we are going to jinda nahi chodunga office me samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
everyone liked the assignment quickly,Low,None
isko dekho samajhta hai khud ko fake pathetic,Medium,BNS Section 352 (Intentional Insult)
yeh banda lag raha hai nalla ghatiya,Medium,BNS Section 352 (Intentional Insult)
this guy hamesha rehta hai chor kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
mera gang khatam kar dunga tere dosto ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
iski sakal acts like a chor bekaar,Medium,BNS Section 352 (Intentional Insult)
yeh banda is such a chor hamesha,Medium,BNS Section 352 (Intentional Insult)
hum kidnap kar lunga tujhe dekh liyo,High,BNS Section 351 (Criminal Intimidation)
he fixed the meeting smoothly,Low,None
we completed the code like a boss,Low,None
he ban raha hai kutti faltu,Medium,BNS Section 352 (Intentional Insult)
the group read the boss fight beautifully,Low,None
the group destroyed the report completely,Low,None
tujhe main gala daba dunga bahar mil beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
the manager built the exam without issues,Low,None
i destroyed the level flawlessly,Low,None
tum sab samajhta hai khud ko chapri sala,Medium,BNS Section 352 (Intentional Insult)
hum kidnap kar lunga your sister ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
teri hai ek bhikhari sala,Medium,BNS Section 352 (Intentional Insult)
the manager created the report like a boss,Low,None
tu samajhta hai khud ko fraud faltu,Medium,BNS Section 352 (Intentional Insult)
my brother coded the meeting perfectly,Low,None
he noticed the bugs perfectly,Low,None
tera baap acts like a kutta bekaar,Medium,BNS Section 352 (Intentional Insult)
i completed the report beautifully,Low,None
the boss played the email completely,Low,None
mere dost khatam kar dunga college ke bahar zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
woh samajhta hai khud ko gawar harami,Medium,BNS Section 352 (Intentional Insult)
i killed the exam without issues,Low,None
teri toh main jaan se maar dunga teri family ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
yeh ladka is a chutiya disgusting,Medium,BNS Section 352 (Intentional Insult)
our squad smashed the homework flawlessly,Low,None
everyone finished the level today,Low,None
the player played the project with ease,Low,None
she saw the meeting tonight,Low,None
mere dost jaan se maar dunga college ke bahar chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
yeh ladki dikh raha hai bhikhari bilkul,Medium,BNS Section 352 (Intentional Insult)
teri looks like a chutiya bilkul,Medium,BNS Section 352 (Intentional Insult)
i will kat dunga your sister dekh liyo,High,BNS Section 351 (Criminal Intimidation)
the team played the song smoothly,Low,None
address bhej will tere ghar aake beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
zada udd mat samajha kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
mere dost maar maar ke suja dunga tere dosto ko kasam se,High,BNS Section 351 (Criminal Intimidation)
she is such a bhikhari maha,Medium,BNS Section 352 (Intentional Insult)
tum sab samajhta hai khud ko loser harami,Medium,BNS Section 352 (Intentional Insult)
this smashed the report very well,Low,None
iska bhai hamesha behaves like kutta bilkul,Medium,BNS Section 352 (Intentional Insult)
tu dikh raha hai nalayak kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
tum sab is such a pagal harami,Medium,BNS Section 352 (Intentional Insult)
mera gang khatam kar dunga raat ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
yeh banda dikh raha hai fake sala,Medium,BNS Section 352 (Intentional Insult)
hum log khatam kar dunga teri family ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
mera gang zinda gaad dunga tere ghar aake last warning,High,BNS Section 351 (Criminal Intimidation)
they heard the homework smoothly,Low,None
that created the meeting yesterday,Low,None
she is a kamina ekdum,Medium,BNS Section 352 (Intentional Insult)
teri acts like a bewakoof kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
the group heard the pizza flawlessly,Low,None
she played the presentation smoothly,Low,None
yeh ladki lagta hai nalayak sala,Medium,BNS Section 352 (Intentional Insult)
yeh banda lag raha hai buddhu ekdum,Medium,BNS Section 352 (Intentional Insult)
tujhe main acid phek dunga your sister warna tera,High,BNS Section 351 (Criminal Intimidation)
our squad killed the homework without issues,Low,None
someone saw the assignment smoothly,Low,None
i will rape karunga akela mil dekh liyo,High,BNS Section 351 (Criminal Intimidation)
our squad resolved the homework flawlessly,Low,None
my friend completed the song tonight,Low,None
tujhe toh murder kar dunga tere ghar aake zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
the teacher completed the code tonight,Low,None
main gala daba dunga raat ko kasam se,High,BNS Section 351 (Criminal Intimidation)
that watched the presentation slowly,Low,None
she looks like a bewakoof disgusting,Medium,BNS Section 352 (Intentional Insult)
he hamesha behaves like dhokebaaz pathetic,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha rehta hai kamina ghatiya,Medium,BNS Section 352 (Intentional Insult)
tum sab is such a pagal sabse bada,Medium,BNS Section 352 (Intentional Insult)
teri maa is a scammer sabse bada,Medium,BNS Section 352 (Intentional Insult)
the boss watched the project so hard,Low,None
bahar nikal kat dunga bahar mil last warning,High,BNS Section 351 (Criminal Intimidation)
my brother finished the code tonight,Low,None
the group noticed the movie tomorrow,Low,None
mera bhai murder kar dunga tere ghar aake chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
teri maa hamesha rehta hai bewakoof faltu,Medium,BNS Section 352 (Intentional Insult)
the teacher smashed the boss fight smoothly,Low,None
yeh banda acts like a kamina ekdum,Medium,BNS Section 352 (Intentional Insult)
teri ban raha hai scammer kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
she designed the code with ease,Low,None
the player resolved the movie smoothly,Low,None
tera baap lagta hai gawar ghatiya,Medium,BNS Section 352 (Intentional Insult)
teri behan ban raha hai scammer sabse bada,Medium,BNS Section 352 (Intentional Insult)
my sister saw the homework beautifully,Low,None
you murdered that song bro bhai maza aa gaya,Low,None
woh lagta hai chapri ghatiya,Medium,BNS Section 352 (Intentional Insult)
she acts like a dhokebaaz maha,Medium,BNS Section 352 (Intentional Insult)
teri lagta hai dhokebaaz sala,Medium,BNS Section 352 (Intentional Insult)
the group heard the homework tonight,Low,None
that enjoyed the exam very well,Low,None
she lag raha hai chapri bilkul,Medium,BNS Section 352 (Intentional Insult)
the player coded the assignment yesterday,Low,None
iska bhai is such a bewakoof maha,Medium,BNS Section 352 (Intentional Insult)
this smashed the presentation yesterday,Low,None
iski sakal samajhta hai khud ko fake disgusting,Medium,BNS Section 352 (Intentional Insult)
the player played the pizza completely,Low,None
the player resolved the pizza without issues,Low,None
tera baap ban raha hai chor totally,Medium,BNS Section 352 (Intentional Insult)
we are going to kidnap kar lunga raste pe samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
tum log dikh raha hai nalla hamesha,Medium,BNS Section 352 (Intentional Insult)
bahar nikal jinda nahi chodunga teri family ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
yeh ladka looks like a buddhu ghatiya,Medium,BNS Section 352 (Intentional Insult)
the teacher smashed the task beautifully,Low,None
teri hamesha behaves like bewakoof ghatiya,Medium,BNS Section 352 (Intentional Insult)
woh lag raha hai bhikhari totally,Medium,BNS Section 352 (Intentional Insult)
my sister liked the homework smoothly,Low,None
nobody created the pizza slowly,Low,None
hum goli maar dunga tujhe bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
iski sakal acts like a nalla bilkul,Medium,BNS Section 352 (Intentional Insult)
address bhej blast kar dunga raste pe warna tera,High,BNS Section 351 (Criminal Intimidation)
the team killed the game slowly,Low,None
this guy dikh raha hai gadha pathetic,Medium,BNS Section 352 (Intentional Insult)
we are going to jinda nahi chodunga tujhe beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
apna time ayega toh acid phek dunga bahar mil kasam se,High,BNS Section 351 (Criminal Intimidation)
teri behan dikh raha hai chutiya totally,Medium,BNS Section 352 (Intentional Insult)
someone loved the email last week,Low,None
you is a loser faltu,Medium,BNS Section 352 (Intentional Insult)
the boss smashed the project today,Low,None
yeh ladka hai ek kaminay kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
iska bhai ban raha hai chor pathetic,Medium,BNS Section 352 (Intentional Insult)
the boss coded the report yesterday,Low,None
everyone wrote the exam safely,Low,None
teri behan hamesha rehta hai buddhu kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
my brother loved the game completely,Low,None
this killed the report safely,Low,None
teri maa hamesha behaves like bhikhari hamesha,Medium,BNS Section 352 (Intentional Insult)
my friend saw the song very well,Low,None
they built the project without issues,Low,None
she loved the bugs tomorrow,Low,None
you dikh raha hai kutti maha,Medium,BNS Section 352 (Intentional Insult)
they heard the homework slowly,Low,None
i will kat dunga raat ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
mera bhai khatam kar dunga akela mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
they enjoyed the pizza today,Low,None
we are going to kat dunga your sister kasam se,High,BNS Section 351 (Criminal Intimidation)
my friend coded the meeting quickly,Low,None
the teacher wrote the project last week,Low,None
they completed the meeting like a boss,Low,None
main will tere ghar walo ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
tum sab acts like a chor sala,Medium,BNS Section 352 (Intentional Insult)
teri behan lagta hai pagal bekaar,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh murder kar dunga bahar mil beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
she finished the song quickly,Low,None
isko dekho lagta hai kutta sala,Medium,BNS Section 352 (Intentional Insult)
main khatam kar dunga tere ghar aake last warning,High,BNS Section 351 (Criminal Intimidation)
we heard the assignment yesterday,Low,None
tujhe main kidnap kar lunga tere dosto ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tera baap is a loser disgusting,Medium,BNS Section 352 (Intentional Insult)
tum sab looks like a fattu faltu,Medium,BNS Section 352 (Intentional Insult)
isko dekho is a kutta ghatiya,Medium,BNS Section 352 (Intentional Insult)
she heard the game tonight,Low,None
yeh ladki hamesha rehta hai gawar ekdum,Medium,BNS Section 352 (Intentional Insult)
mera gang will tere ghar aake bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
teri maa lag raha hai fattu hamesha,Medium,BNS Section 352 (Intentional Insult)
mere dost kidnap kar lunga teri family ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
tujhe toh gala daba dunga teri family ko warna tera,High,BNS Section 351 (Criminal Intimidation)
this guy hamesha behaves like kaminay kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
she hamesha rehta hai kutti totally,Medium,BNS Section 352 (Intentional Insult)
i destroyed the pizza smoothly,Low,None
iski sakal is a kaminay kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the team completed the meeting with ease,Low,None
yeh ladka is such a loser totally,Medium,BNS Section 352 (Intentional Insult)
bahar nikal blast kar dunga tere dosto ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tujhe toh murder kar dunga tere ghar aake kal tak,High,BNS Section 351 (Criminal Intimidation)
we finished the meeting without issues,Low,None
this coded the task slowly,Low,None
the teacher liked the assignment beautifully,Low,None
the player watched the email beautifully,Low,None
everyone played the task slowly,Low,None
teri lagta hai chor kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
teri looks like a fraud maha,Medium,BNS Section 352 (Intentional Insult)
we loved the pizza tonight,Low,None
you hamesha rehta hai kutti ekdum,Medium,BNS Section 352 (Intentional Insult)
the group created the bugs tomorrow,Low,None
the team fixed the exam safely,Low,None
mere dost khatam kar dunga office me kal tak,High,BNS Section 351 (Criminal Intimidation)
